id_pedido,id_cliente,sku_produto,data_compra,quantidade
PED029345,CLI02844,SKU036,2025-05-12,5
PED029346,CLI04328,SKU004,2025-10-20,2
PED029347,CLI06236,SKU022,2025-06-14,3
PED029348,CLI06372,SKU018,2025-06-11,5
PED029349,CLI00409,SKU038,2025-01-22,1
PED029350,CLI07402,SKU012,2025-05-14,4
PED029351,CLI05961,SKU033,2025-11-15,4
PED029352,CLI07772,SKU044,2025-09-14,2
PED029353,CLI06974,SKU021,2025-10-16,1
PED029354,CLI05393,SKU003,2025-07-01,3
PED029355,CLI01651,SKU048,2025-03-24,2
PED029356,CLI03933,SKU042,2025-08-02,3
PED029357,CLI08007,SKU014,2025-03-13,4
PED029358,CLI07065,SKU024,2025-08-16,3
PED029359,CLI00316,SKU020,2025-10-01,3
PED029360,CLI02149,SKU010,2025-09-16,2
PED029361,CLI04956,SKU018,2025-05-23,4
PED029362,CLI03328,SKU031,2025-12-05,5
PED029363,CLI09086,SKU023,2025-12-28,2
PED029364,CLI01270,SKU031,2025-04-06,5
PED029365,CLI06578,SKU005,2025-07-12,2
PED029366,CLI08788,SKU025,2025-07-07,3
PED029367,CLI08056,SKU001,2025-05-28,1
PED029368,CLI01886,SKU002,2025-04-05,5
PED029369,CLI00179,SKU041,2025-02-07,2
PED029370,CLI07412,SKU038,2025-10-18,1
PED029371,CLI03358,SKU007,2025-05-31,4
PED029372,CLI09325,SKU033,2025-09-01,2
PED029373,CLI06058,SKU041,2025-09-11,2
PED029374,CLI02676,SKU003,2025-09-15,4
PED029375,CLI02097,SKU040,2025-04-07,3
PED029376,CLI08603,SKU019,2025-08-31,4
PED029377,CLI00965,SKU045,2025-08-07,2
PED029378,CLI07588,SKU011,2025-04-23,2
PED029379,CLI05889,SKU019,2025-02-12,4
PED029380,CLI05963,SKU013,2025-10-07,5
PED029381,CLI07299,SKU002,2025-08-24,4
PED029382,CLI07210,SKU009,2025-04-28,4
PED029383,CLI05102,SKU048,2025-05-27,2
PED029384,CLI01172,SKU013,2025-12-13,3
PED029385,CLI00530,SKU036,2025-02-25,4
PED029386,CLI01331,SKU011,2025-10-22,2
PED029387,CLI04614,SKU019,2025-08-02,4
PED029388,CLI08756,SKU044,2025-01-11,2
PED029389,CLI08927,SKU007,2025-04-28,2
PED029390,CLI05966,SKU010,2025-11-06,1
PED029391,CLI07232,SKU050,2025-12-24,5
PED029392,CLI01774,SKU023,2025-12-06,5
PED029393,CLI02326,SKU010,2025-05-07,1
PED029394,CLI09518,SKU005,2025-06-09,5
PED029395,CLI07660,SKU044,2025-08-15,2
PED029396,CLI02169,SKU034,2025-08-26,3
PED029397,CLI07081,SKU031,2025-08-18,2
PED029398,CLI02656,SKU041,2025-03-31,1
PED029399,CLI03090,SKU038,2025-02-07,2
PED029400,CLI01535,SKU036,2025-04-19,3
PED029401,CLI04935,SKU045,2025-04-23,2
PED029402,CLI04276,SKU044,2025-11-02,1
PED029403,CLI08774,SKU042,2025-01-16,2
PED029404,CLI02618,SKU040,2025-01-24,3
PED029405,CLI04467,SKU007,2025-01-15,3
PED029406,CLI03488,SKU039,2025-09-27,1
PED029407,CLI09550,SKU019,2025-05-14,2
PED029408,CLI02140,SKU015,2025-09-26,1
PED029409,CLI05849,SKU001,2025-03-25,1
PED029410,CLI07445,SKU007,2025-02-10,4
PED029411,CLI00092,SKU016,2025-08-28,1
PED029412,CLI05228,SKU010,2025-08-02,1
PED029413,CLI08060,SKU019,2025-03-13,3
PED029414,CLI09595,SKU012,2025-07-28,3
PED029415,CLI07163,SKU037,2025-12-08,2
PED029416,CLI09896,SKU010,2025-03-22,2
PED029417,CLI05464,SKU044,2025-10-17,2
PED029418,CLI01671,SKU038,2025-06-23,1
PED029419,CLI03758,SKU046,2025-06-01,1
PED029420,CLI05681,SKU027,2025-03-29,4
PED029421,CLI08600,SKU018,2025-05-11,4
PED029422,CLI04661,SKU014,2025-02-20,4
PED029423,CLI02811,SKU025,2025-11-16,2
PED029424,CLI03368,SKU024,2025-06-16,3
PED029425,CLI06554,SKU018,2025-06-04,5
PED029426,CLI02948,SKU022,2025-02-10,4
PED029427,CLI02298,SKU030,2025-01-08,5
PED029428,CLI01879,SKU025,2025-05-11,2
PED029429,CLI02414,SKU033,2025-07-04,3
PED029430,CLI09395,SKU010,2025-07-08,2
PED029431,CLI06073,SKU018,2025-06-24,2
PED029432,CLI02546,SKU046,2025-05-31,2
PED029433,CLI08531,SKU050,2025-10-18,4
PED029434,CLI08824,SKU046,2025-01-30,2
PED029435,CLI02481,SKU001,2025-08-31,2
PED029436,CLI08647,SKU012,2025-08-17,4
PED029437,CLI05897,SKU018,2025-05-04,5
PED029438,CLI08742,SKU049,2025-02-06,1
PED029439,CLI00398,SKU032,2025-02-23,5
PED029440,CLI09123,SKU004,2025-04-04,5
PED029441,CLI05138,SKU046,2025-12-04,1
PED029442,CLI04653,SKU026,2025-12-27,4
PED029443,CLI07443,SKU017,2025-06-29,2
PED029444,CLI01846,SKU003,2025-09-12,5
PED029445,CLI07924,SKU050,2025-03-14,3
PED029446,CLI06283,SKU006,2025-09-15,4
PED029447,CLI08905,SKU027,2025-09-13,3
PED029448,CLI06397,SKU014,2025-08-07,5
PED029449,CLI01886,SKU042,2025-03-08,4
PED029450,CLI07436,SKU030,2025-09-14,3
PED029451,CLI07485,SKU019,2025-10-31,5
PED029452,CLI06488,SKU038,2025-08-29,2
PED029453,CLI09675,SKU001,2025-02-20,2
PED029454,CLI08021,SKU023,2025-03-09,2
PED029455,CLI09225,SKU020,2025-03-17,2
PED029456,CLI02144,SKU013,2025-08-20,3
PED029457,CLI08847,SKU046,2025-03-26,1
PED029458,CLI07211,SKU034,2025-09-15,2
PED029459,CLI01891,SKU042,2025-09-25,5
PED029460,CLI00450,SKU016,2025-05-08,1
PED029461,CLI02348,SKU031,2025-01-21,2
PED029462,CLI03592,SKU004,2025-05-25,3
PED029463,CLI07216,SKU025,2025-04-17,3
PED029464,CLI01440,SKU050,2025-05-27,3
PED029465,CLI04132,SKU027,2025-08-29,4
PED029466,CLI09855,SKU003,2025-01-28,3
PED029467,CLI07418,SKU007,2025-12-18,2
PED029468,CLI00316,SKU014,2025-09-01,3
PED029469,CLI04840,SKU040,2025-07-28,2
PED029470,CLI07924,SKU025,2025-08-16,3
PED029471,CLI00022,SKU050,2025-04-10,2
PED029472,CLI07446,SKU009,2025-03-13,2
PED029473,CLI07810,SKU022,2025-08-26,5
PED029474,CLI02569,SKU024,2025-09-03,3
PED029475,CLI01351,SKU023,2025-12-14,2
PED029476,CLI09499,SKU032,2025-12-16,3
PED029477,CLI09023,SKU017,2025-04-28,2
PED029478,CLI00654,SKU001,2025-05-19,1
PED029479,CLI02550,SKU022,2025-03-30,5
PED029480,CLI07694,SKU005,2025-02-11,2
PED029481,CLI05620,SKU030,2025-07-03,2
PED029482,CLI00168,SKU009,2025-05-05,3
PED029483,CLI06046,SKU018,2025-11-03,3
PED029484,CLI07824,SKU023,2025-02-24,4
PED029485,CLI07206,SKU034,2025-03-04,2
PED029486,CLI09102,SKU007,2025-08-28,5
PED029487,CLI04370,SKU012,2025-07-24,2
PED029488,CLI05642,SKU014,2025-03-21,4
PED029489,CLI00942,SKU016,2025-09-19,1
PED029490,CLI05609,SKU001,2025-03-04,1
PED029491,CLI02213,SKU016,2025-01-08,2
PED029492,CLI01208,SKU026,2025-01-31,3
PED029493,CLI01180,SKU001,2025-07-28,1
PED029494,CLI00336,SKU015,2025-02-25,1
PED029495,CLI04059,SKU025,2025-04-19,4
PED029496,CLI00529,SKU043,2025-08-14,3
PED029497,CLI06717,SKU003,2025-05-06,3
PED029498,CLI07788,SKU004,2025-03-04,5
PED029499,CLI03786,SKU037,2025-05-13,1
PED029500,CLI07602,SKU033,2025-05-12,5
PED029501,CLI08392,SKU024,2025-01-02,5
PED029502,CLI00119,SKU007,2025-04-24,4
PED029503,CLI04514,SKU007,2025-07-24,4
PED029504,CLI01047,SKU019,2025-12-02,3
PED029505,CLI08234,SKU038,2025-02-15,1
PED029506,CLI02541,SKU044,2025-10-24,1
PED029507,CLI03830,SKU015,2025-08-16,2
PED029508,CLI06948,SKU050,2025-07-16,3
PED029509,CLI08507,SKU050,2025-12-22,3
PED029510,CLI08782,SKU002,2025-12-06,4
PED029511,CLI09502,SKU024,2025-09-29,5
PED029512,CLI03259,SKU029,2025-02-28,2
PED029513,CLI03812,SKU018,2025-10-20,5
PED029514,CLI06488,SKU046,2025-03-29,1
PED029515,CLI06722,SKU006,2025-11-22,3
PED029516,CLI08462,SKU013,2025-07-06,4
PED029517,CLI08343,SKU006,2025-01-27,3
PED029518,CLI02544,SKU027,2025-03-24,2
PED029519,CLI04374,SKU050,2025-04-12,2
PED029520,CLI05070,SKU035,2025-03-07,4
PED029521,CLI05394,SKU050,2025-03-04,2
PED029522,CLI01615,SKU005,2025-05-19,4
PED029523,CLI07110,SKU006,2025-03-22,4
PED029524,CLI07225,SKU003,2025-07-02,4
PED029525,CLI06102,SKU037,2025-10-02,2
PED029526,CLI02725,SKU039,2025-12-13,2
PED029527,CLI01418,SKU013,2025-10-28,3
PED029528,CLI09048,SKU002,2025-01-25,3
PED029529,CLI04912,SKU017,2025-11-15,2
PED029530,CLI06299,SKU033,2025-06-17,3
PED029531,CLI09589,SKU004,2025-11-29,4
PED029532,CLI04054,SKU005,2025-11-15,3
PED029533,CLI04429,SKU024,2025-12-30,5
PED029534,CLI00930,SKU034,2025-03-20,4
PED029535,CLI09706,SKU045,2025-04-24,2
PED029536,CLI01679,SKU025,2025-01-01,2
PED029537,CLI01252,SKU019,2025-05-04,2
PED029538,CLI09532,SKU012,2025-09-13,5
PED029539,CLI07559,SKU035,2025-11-26,5
PED029540,CLI02841,SKU042,2025-06-04,4
PED029541,CLI02366,SKU007,2025-09-03,4
PED029542,CLI09223,SKU043,2025-04-14,4
PED029543,CLI08723,SKU016,2025-04-05,2
PED029544,CLI06442,SKU033,2025-07-07,2
PED029545,CLI09412,SKU014,2025-05-13,3
PED029546,CLI01066,SKU018,2025-09-04,5
PED029547,CLI06091,SKU047,2025-05-31,2
PED029548,CLI04904,SKU022,2025-04-21,2
PED029549,CLI02957,SKU035,2025-04-16,4
PED029550,CLI06279,SKU047,2025-02-08,3
PED029551,CLI01840,SKU033,2025-02-23,4
PED029552,CLI04861,SKU036,2025-11-08,4
PED029553,CLI07755,SKU002,2025-07-26,3
PED029554,CLI06255,SKU046,2025-11-14,1
PED029555,CLI08013,SKU004,2025-07-19,4
PED029556,CLI09154,SKU044,2025-04-09,2
PED029557,CLI00575,SKU025,2025-06-04,2
PED029558,CLI00711,SKU024,2025-02-01,5
PED029559,CLI00756,SKU002,2025-09-17,4
PED029560,CLI04296,SKU009,2025-05-03,4
PED029561,CLI06319,SKU030,2025-01-30,2
PED029562,CLI00107,SKU049,2025-09-01,2
PED029563,CLI00401,SKU010,2025-07-21,1
PED029564,CLI07836,SKU005,2025-08-18,5
PED029565,CLI09089,SKU006,2025-08-12,5
PED029566,CLI04566,SKU035,2025-07-25,4
PED029567,CLI08010,SKU005,2025-01-08,5
PED029568,CLI01915,SKU033,2025-05-15,4
PED029569,CLI02941,SKU007,2025-06-24,2
PED029570,CLI05137,SKU012,2025-04-25,3
PED029571,CLI07081,SKU025,2025-08-20,2
PED029572,CLI08096,SKU016,2025-10-06,2
PED029573,CLI03581,SKU001,2025-07-16,2
PED029574,CLI05458,SKU020,2025-01-10,4
PED029575,CLI09877,SKU002,2025-08-20,5
PED029576,CLI02662,SKU003,2025-03-21,3
PED029577,CLI08234,SKU024,2025-07-26,3
PED029578,CLI04872,SKU034,2025-01-29,4
PED029579,CLI01834,SKU036,2025-09-05,3
PED029580,CLI05571,SKU034,2025-08-20,3
PED029581,CLI03123,SKU040,2025-10-13,4
PED029582,CLI00162,SKU049,2025-05-05,1
PED029583,CLI02865,SKU023,2025-03-25,3
PED029584,CLI06564,SKU036,2025-11-22,4
PED029585,CLI04733,SKU027,2025-08-30,3
PED029586,CLI09745,SKU005,2025-04-07,4
PED029587,CLI06712,SKU033,2025-01-03,4
PED029588,CLI02421,SKU042,2025-03-07,5
PED029589,CLI04209,SKU012,2025-04-28,4
PED029590,CLI04060,SKU001,2025-09-03,2
PED029591,CLI05738,SKU004,2025-01-30,3
PED029592,CLI00202,SKU037,2025-03-13,2
PED029593,CLI01604,SKU037,2025-09-03,2
PED029594,CLI00837,SKU013,2025-01-13,3
PED029595,CLI00910,SKU025,2025-10-04,4
PED029596,CLI05346,SKU025,2025-06-18,4
PED029597,CLI06069,SKU050,2025-04-19,4
PED029598,CLI07377,SKU032,2025-08-31,2
PED029599,CLI06122,SKU007,2025-09-04,4
PED029600,CLI04435,SKU021,2025-08-08,1
PED029601,CLI07033,SKU045,2025-05-29,1
PED029602,CLI07371,SKU050,2025-12-06,2
PED029603,CLI01551,SKU050,2025-03-19,4
PED029604,CLI03150,SKU020,2025-06-17,4
PED029605,CLI07863,SKU045,2025-12-11,1
PED029606,CLI02378,SKU022,2025-01-23,4
PED029607,CLI04540,SKU022,2025-03-12,3
PED029608,CLI00897,SKU031,2025-10-16,4
PED029609,CLI06763,SKU015,2025-11-03,1
PED029610,CLI07444,SKU045,2025-02-17,2
PED029611,CLI02054,SKU040,2025-05-24,3
PED029612,CLI06563,SKU019,2025-01-31,4
PED029613,CLI07695,SKU019,2025-02-25,2
PED029614,CLI09873,SKU008,2025-09-11,1
PED029615,CLI01114,SKU044,2025-05-28,1
PED029616,CLI07785,SKU044,2025-03-14,2
PED029617,CLI00272,SKU050,2025-02-11,4
PED029618,CLI02701,SKU016,2025-03-10,1
PED029619,CLI09800,SKU036,2025-11-13,5
PED029620,CLI04480,SKU048,2025-08-04,1
PED029621,CLI05041,SKU025,2025-10-20,5
PED029622,CLI07506,SKU024,2025-07-28,3
PED029623,CLI01887,SKU015,2025-10-16,1
PED029624,CLI08483,SKU033,2025-04-17,4
PED029625,CLI08696,SKU045,2025-02-25,1
PED029626,CLI04121,SKU043,2025-06-14,3
PED029627,CLI00176,SKU043,2025-09-12,5
PED029628,CLI01917,SKU040,2025-11-03,3
PED029629,CLI07799,SKU032,2025-04-09,5
PED029630,CLI01023,SKU050,2025-08-04,4
PED029631,CLI06189,SKU025,2025-11-20,4
PED029632,CLI07104,SKU025,2025-04-22,4
PED029633,CLI02545,SKU036,2025-03-04,2
PED029634,CLI06322,SKU043,2025-07-28,2
PED029635,CLI09932,SKU042,2025-10-09,5
PED029636,CLI07374,SKU004,2025-02-19,4
PED029637,CLI04466,SKU032,2025-08-21,4
PED029638,CLI07085,SKU013,2025-11-06,4
PED029639,CLI08310,SKU002,2025-08-22,3
PED029640,CLI09610,SKU036,2025-04-08,3
PED029641,CLI06383,SKU004,2025-12-25,5
PED029642,CLI05447,SKU044,2025-11-05,1
PED029643,CLI09499,SKU040,2025-01-29,4
PED029644,CLI01610,SKU022,2025-01-26,3
PED029645,CLI01566,SKU050,2025-01-02,3
PED029646,CLI07071,SKU043,2025-10-02,2
PED029647,CLI04095,SKU021,2025-01-10,1
PED029648,CLI04799,SKU023,2025-04-21,5
PED029649,CLI08756,SKU049,2025-07-24,2
PED029650,CLI04391,SKU013,2025-02-08,2
PED029651,CLI02983,SKU016,2025-10-17,2
PED029652,CLI00454,SKU011,2025-02-01,2
PED029653,CLI00849,SKU045,2025-05-10,1
PED029654,CLI01041,SKU007,2025-09-10,3
PED029655,CLI01569,SKU036,2025-06-16,5
PED029656,CLI00106,SKU036,2025-03-08,5
PED029657,CLI09750,SKU023,2025-07-05,2
PED029658,CLI04436,SKU009,2025-08-02,3
PED029659,CLI09473,SKU050,2025-01-13,3
PED029660,CLI02652,SKU003,2025-03-02,4
PED029661,CLI02155,SKU030,2025-08-18,2
PED029662,CLI03348,SKU029,2025-11-22,2
PED029663,CLI02545,SKU043,2025-05-19,2
PED029664,CLI06911,SKU025,2025-02-12,5
PED029665,CLI03893,SKU034,2025-06-06,4
PED029666,CLI04271,SKU042,2025-08-11,5
PED029667,CLI05974,SKU036,2025-07-01,3
PED029668,CLI09345,SKU031,2025-01-27,5
PED029669,CLI08365,SKU014,2025-12-26,5
PED029670,CLI05464,SKU041,2025-07-11,2
PED029671,CLI00432,SKU030,2025-09-19,5
PED029672,CLI00749,SKU020,2025-01-14,3
PED029673,CLI04269,SKU023,2025-12-14,4
PED029674,CLI04790,SKU009,2025-08-22,4
PED029675,CLI04963,SKU023,2025-10-28,4
PED029676,CLI02269,SKU005,2025-12-20,4
PED029677,CLI03488,SKU040,2025-11-17,3
PED029678,CLI02626,SKU035,2025-09-20,3
PED029679,CLI00168,SKU018,2025-03-30,3
PED029680,CLI07903,SKU016,2025-06-29,1
PED029681,CLI07126,SKU004,2025-08-25,4
PED029682,CLI02950,SKU012,2025-08-28,5
PED029683,CLI02465,SKU050,2025-10-20,4
PED029684,CLI01581,SKU046,2025-02-21,1
PED029685,CLI06042,SKU018,2025-09-03,4
PED029686,CLI00806,SKU019,2025-04-17,4
PED029687,CLI05486,SKU048,2025-01-11,1
PED029688,CLI09562,SKU005,2025-05-02,3
PED029689,CLI07016,SKU050,2025-01-20,3
PED029690,CLI05095,SKU018,2025-08-16,2
PED029691,CLI07266,SKU024,2025-01-14,3
PED029692,CLI08519,SKU023,2025-09-18,2
PED029693,CLI08941,SKU047,2025-04-23,5
PED029694,CLI09906,SKU009,2025-06-22,4
PED029695,CLI09259,SKU042,2025-05-25,5
PED029696,CLI07036,SKU039,2025-01-12,1
PED029697,CLI05524,SKU024,2025-01-09,5
PED029698,CLI01687,SKU044,2025-12-05,2
PED029699,CLI09747,SKU035,2025-10-13,5
PED029700,CLI03454,SKU040,2025-04-07,4
PED029701,CLI09596,SKU020,2025-05-02,2
PED029702,CLI07293,SKU001,2025-01-14,2
PED029703,CLI06278,SKU027,2025-03-08,2
PED029704,CLI04286,SKU014,2025-07-26,2
PED029705,CLI00313,SKU026,2025-07-21,2
PED029706,CLI04413,SKU003,2025-01-13,5
PED029707,CLI02070,SKU039,2025-11-02,2
PED029708,CLI01377,SKU008,2025-02-21,1
PED029709,CLI05098,SKU025,2025-07-18,3
PED029710,CLI04626,SKU027,2025-07-02,3
PED029711,CLI00801,SKU015,2025-01-11,2
PED029712,CLI06478,SKU041,2025-02-09,1
PED029713,CLI06824,SKU025,2025-03-17,2
PED029714,CLI07279,SKU049,2025-08-25,1
PED029715,CLI02541,SKU048,2025-12-19,2
PED029716,CLI04882,SKU036,2025-12-19,5
PED029717,CLI01873,SKU010,2025-03-10,1
PED029718,CLI09092,SKU043,2025-11-19,3
PED029719,CLI06202,SKU005,2025-03-07,4
PED029720,CLI05316,SKU015,2025-12-18,2
PED029721,CLI08382,SKU042,2025-03-02,3
PED029722,CLI02050,SKU026,2025-09-15,5
PED029723,CLI00753,SKU027,2025-01-08,2
PED029724,CLI01080,SKU041,2025-07-17,2
PED029725,CLI02105,SKU037,2025-04-07,1
PED029726,CLI04375,SKU022,2025-12-24,4
PED029727,CLI05383,SKU024,2025-10-15,5
PED029728,CLI08333,SKU025,2025-12-08,4
PED029729,CLI01750,SKU028,2025-01-12,1
PED029730,CLI09057,SKU018,2025-02-13,2
PED029731,CLI08894,SKU004,2025-06-24,3
PED029732,CLI02695,SKU009,2025-01-31,4
PED029733,CLI09729,SKU030,2025-08-05,4
PED029734,CLI01037,SKU037,2025-07-01,2
PED029735,CLI00119,SKU012,2025-02-13,3
PED029736,CLI03924,SKU042,2025-01-28,4
PED029737,CLI09584,SKU042,2025-05-31,4
PED029738,CLI02901,SKU016,2025-11-08,1
PED029739,CLI02300,SKU016,2025-07-29,1
PED029740,CLI03122,SKU041,2025-07-05,2
PED029741,CLI07243,SKU043,2025-07-24,3
PED029742,CLI07807,SKU031,2025-06-06,5
PED029743,CLI00696,SKU036,2025-03-17,4
PED029744,CLI07640,SKU027,2025-08-11,3
PED029745,CLI04817,SKU024,2025-03-31,2
PED029746,CLI01970,SKU017,2025-10-06,1
PED029747,CLI08872,SKU025,2025-05-06,3
PED029748,CLI01221,SKU039,2025-01-30,2
PED029749,CLI07905,SKU027,2025-04-01,5
PED029750,CLI01576,SKU047,2025-06-03,2
PED029751,CLI00860,SKU032,2025-02-16,2
PED029752,CLI06854,SKU007,2025-12-30,2
PED029753,CLI09869,SKU022,2025-09-17,5
PED029754,CLI05527,SKU004,2025-10-18,5
PED029755,CLI04976,SKU040,2025-10-14,5
PED029756,CLI07640,SKU045,2025-07-28,1
PED029757,CLI07477,SKU019,2025-12-31,4
PED029758,CLI05192,SKU006,2025-06-29,4
PED029759,CLI03015,SKU035,2025-07-29,3
PED029760,CLI04795,SKU017,2025-04-18,2
PED029761,CLI00853,SKU011,2025-09-16,2
PED029762,CLI06456,SKU044,2025-01-14,2
PED029763,CLI02987,SKU025,2025-08-16,3
PED029764,CLI07445,SKU027,2025-06-15,5
PED029765,CLI07743,SKU035,2025-01-12,2
PED029766,CLI09226,SKU047,2025-10-20,2
PED029767,CLI06149,SKU023,2025-01-10,3
PED029768,CLI00552,SKU002,2025-11-18,2
PED029769,CLI01344,SKU029,2025-06-24,2
PED029770,CLI07177,SKU032,2025-08-07,2
PED029771,CLI04902,SKU020,2025-10-09,2
PED029772,CLI05467,SKU025,2025-05-24,2
PED029773,CLI03749,SKU011,2025-09-13,1
PED029774,CLI01733,SKU018,2025-02-07,3
PED029775,CLI00396,SKU006,2025-11-14,2
PED029776,CLI04947,SKU023,2025-10-16,2
PED029777,CLI08219,SKU028,2025-07-17,2
PED029778,CLI09325,SKU035,2025-12-19,4
PED029779,CLI06589,SKU016,2025-04-17,2
PED029780,CLI00111,SKU044,2025-07-20,2
PED029781,CLI06811,SKU046,2025-03-04,1
PED029782,CLI03682,SKU018,2025-01-26,3
PED029783,CLI00664,SKU044,2025-03-14,1
PED029784,CLI04229,SKU005,2025-09-13,2
PED029785,CLI05007,SKU047,2025-05-23,3
PED029786,CLI04367,SKU007,2025-03-26,2
PED029787,CLI03175,SKU016,2025-10-20,2
PED029788,CLI09419,SKU042,2025-12-27,4
PED029789,CLI02845,SKU047,2025-06-03,4
PED029790,CLI07444,SKU014,2025-02-11,3
PED029791,CLI05259,SKU009,2025-12-02,4
PED029792,CLI07243,SKU032,2025-10-25,5
PED029793,CLI00966,SKU011,2025-07-12,1
PED029794,CLI08334,SKU042,2025-12-13,4
PED029795,CLI02101,SKU030,2025-08-06,5
PED029796,CLI04531,SKU046,2025-03-31,1
PED029797,CLI06499,SKU046,2025-04-13,1
PED029798,CLI00234,SKU014,2025-08-10,2
PED029799,CLI01236,SKU050,2025-02-10,2
PED029800,CLI07836,SKU041,2025-09-25,1
PED029801,CLI04914,SKU044,2025-06-28,2
PED029802,CLI02247,SKU049,2025-08-20,2
PED029803,CLI05345,SKU042,2025-10-20,3
PED029804,CLI05304,SKU005,2025-07-31,5
PED029805,CLI00782,SKU030,2025-03-28,2
PED029806,CLI03202,SKU029,2025-03-17,2
PED029807,CLI02274,SKU018,2025-07-16,4
PED029808,CLI07413,SKU002,2025-04-14,5
PED029809,CLI07860,SKU014,2025-03-11,3
PED029810,CLI06205,SKU007,2025-04-19,4
PED029811,CLI08638,SKU017,2025-11-13,2
PED029812,CLI06745,SKU005,2025-09-16,5
PED029813,CLI08871,SKU047,2025-01-28,5
PED029814,CLI05405,SKU010,2025-07-24,1
PED029815,CLI08210,SKU011,2025-07-05,2
PED029816,CLI09231,SKU046,2025-09-11,1
PED029817,CLI01687,SKU038,2025-11-15,1
PED029818,CLI01345,SKU036,2025-12-25,2
PED029819,CLI03457,SKU036,2025-01-18,4
PED029820,CLI04831,SKU041,2025-04-05,1
PED029821,CLI03944,SKU015,2025-01-08,1
PED029822,CLI01024,SKU039,2025-11-10,1
PED029823,CLI02755,SKU040,2025-08-23,3
PED029824,CLI07889,SKU016,2025-01-14,1
PED029825,CLI08387,SKU009,2025-05-03,4
PED029826,CLI01430,SKU024,2025-09-19,2
PED029827,CLI06449,SKU045,2025-07-04,2
PED029828,CLI06425,SKU016,2025-11-04,2
PED029829,CLI01121,SKU037,2025-10-04,2
PED029830,CLI03447,SKU021,2025-01-24,2
PED029831,CLI06323,SKU039,2025-04-14,2
PED029832,CLI05746,SKU022,2025-10-14,4
PED029833,CLI07344,SKU048,2025-02-07,1
PED029834,CLI06338,SKU042,2025-11-25,3
PED029835,CLI02633,SKU033,2025-03-29,5
PED029836,CLI07975,SKU050,2025-02-05,5
PED029837,CLI06716,SKU030,2025-02-16,2
PED029838,CLI04143,SKU039,2025-02-07,2
PED029839,CLI04934,SKU022,2025-08-26,3
PED029840,CLI03637,SKU012,2025-08-06,4
PED029841,CLI00954,SKU041,2025-02-20,2
PED029842,CLI03452,SKU019,2025-12-18,5
PED029843,CLI00314,SKU048,2025-10-05,1
PED029844,CLI03919,SKU012,2025-03-17,2
PED029845,CLI06302,SKU013,2025-07-09,4
PED029846,CLI05435,SKU040,2025-10-15,5
PED029847,CLI09820,SKU010,2025-03-18,2
PED029848,CLI06457,SKU017,2025-11-25,1
PED029849,CLI03567,SKU013,2025-02-05,2
PED029850,CLI01321,SKU020,2025-10-25,2
PED029851,CLI00314,SKU024,2025-10-14,5
PED029852,CLI06298,SKU020,2025-05-15,2
PED029853,CLI06433,SKU044,2025-02-02,2
PED029854,CLI00080,SKU043,2025-02-14,5
PED029855,CLI00353,SKU050,2025-11-27,5
PED029856,CLI06040,SKU048,2025-12-22,2
PED029857,CLI02679,SKU001,2025-08-09,1
PED029858,CLI07888,SKU050,2025-11-17,4
PED029859,CLI04362,SKU012,2025-01-02,5
PED029860,CLI05026,SKU045,2025-12-26,2
PED029861,CLI06059,SKU027,2025-07-03,4
PED029862,CLI09997,SKU026,2025-12-02,5
PED029863,CLI06654,SKU041,2025-06-03,1
PED029864,CLI09404,SKU044,2025-07-03,2
PED029865,CLI06936,SKU007,2025-02-02,2
PED029866,CLI06743,SKU020,2025-09-18,2
PED029867,CLI01059,SKU045,2025-10-26,1
PED029868,CLI04014,SKU046,2025-11-08,1
PED029869,CLI09303,SKU012,2025-04-20,5
PED029870,CLI03119,SKU048,2025-03-16,1
PED029871,CLI07027,SKU049,2025-01-11,1
PED029872,CLI07180,SKU028,2025-07-13,1
PED029873,CLI03283,SKU039,2025-10-08,1
PED029874,CLI07436,SKU041,2025-10-08,2
PED029875,CLI04807,SKU027,2025-09-24,4
PED029876,CLI05123,SKU032,2025-05-01,3
PED029877,CLI04587,SKU023,2025-09-12,5
PED029878,CLI02310,SKU012,2025-08-09,2
PED029879,CLI09978,SKU049,2025-04-15,2
PED029880,CLI04438,SKU004,2025-03-07,2
PED029881,CLI03351,SKU050,2025-11-14,5
PED029882,CLI02880,SKU048,2025-12-04,2
PED029883,CLI01898,SKU001,2025-04-08,1
PED029884,CLI00263,SKU014,2025-05-30,4
PED029885,CLI03299,SKU048,2025-08-13,1
PED029886,CLI08858,SKU003,2025-11-30,4
PED029887,CLI04699,SKU019,2025-07-15,3
PED029888,CLI06824,SKU032,2025-09-20,5
PED029889,CLI03077,SKU030,2025-04-23,2
PED029890,CLI00667,SKU008,2025-08-15,1
PED029891,CLI05314,SKU045,2025-10-21,2
PED029892,CLI05588,SKU034,2025-08-18,4
PED029893,CLI09003,SKU019,2025-02-13,4
PED029894,CLI02182,SKU001,2025-03-19,2
PED029895,CLI09426,SKU033,2025-05-27,4
PED029896,CLI02891,SKU047,2025-02-28,4
PED029897,CLI09678,SKU012,2025-09-04,4
PED029898,CLI07806,SKU026,2025-06-23,3
PED029899,CLI05396,SKU044,2025-05-12,2
PED029900,CLI05999,SKU019,2025-07-05,2
PED029901,CLI00355,SKU026,2025-05-20,4
PED029902,CLI01395,SKU050,2025-12-09,4
