id_cliente,idade,renda_mensal,estado,canal_aquisicao
CLI04373,59,9549.76,PR,Orgânico
CLI04374,64,11388.9,RJ,Google
CLI04375,47,12843.89,BA,Google
CLI04376,58,9729.95,SC,Google
CLI04377,51,8311.3,SC,Google
CLI04378,54,8291.92,PR,Instagram
CLI04379,23,1459.55,SC,Google
CLI04380,24,4194.97,SC,TikTok
CLI04381,49,10706.35,PE,Google
CLI04382,49,5108.99,BA,Orgânico
CLI04383,42,4922.38,SP,Orgânico
CLI04384,50,7544.83,BA,Orgânico
CLI04385,24,2802.47,BA,Instagram
CLI04386,69,5920.65,MG,Google
CLI04387,29,5075.77,RJ,Instagram
CLI04388,33,6108.67,PR,Google
CLI04389,33,3327.46,PE,TikTok
CLI04390,60,11191.4,BA,Orgânico
CLI04391,53,4683.34,SP,Orgânico
CLI04392,30,8860.35,RS,TikTok
CLI04393,24,2478.85,RS,Instagram
CLI04394,53,10234.88,PE,Google
CLI04395,64,3824.34,RJ,Instagram
CLI04396,68,9745.03,BA,Orgânico
CLI04397,26,4435.63,BA,Instagram
CLI04398,49,5246.83,PE,Google
CLI04399,28,8756.46,PE,Instagram
CLI04400,25,8106.57,RJ,Instagram
CLI04401,50,13152.33,SP,Google
CLI04402,40,5376.35,RS,Google
CLI04403,42,5344.78,PR,Instagram
CLI04404,25,6691.89,MG,TikTok
CLI04405,62,6277.93,BA,Orgânico
CLI04406,39,7778.64,SP,Orgânico
CLI04407,21,3016.1,SC,Google
CLI04408,57,6909.94,RS,Google
CLI04409,20,2462.09,BA,TikTok
CLI04410,46,6027.93,RJ,Google
CLI04411,58,12197.81,SC,Google
CLI04412,46,10695.58,PR,Google
CLI04413,51,8329.85,RS,Google
CLI04414,51,11073.7,RS,Orgânico
CLI04415,45,3118.78,MG,Google
CLI04416,30,5287.4,MG,Instagram
CLI04417,32,7149.39,MG,Instagram
CLI04418,40,4658.17,RS,Orgânico
CLI04419,61,8838.22,BA,Google
CLI04420,43,8002.13,BA,Google
CLI04421,21,3427.48,SC,Google
CLI04422,43,5573.42,BA,Instagram
CLI04423,57,15279.42,PR,Orgânico
CLI04424,26,6785.1,SC,Google
CLI04425,22,3664.13,RS,TikTok
CLI04426,49,9019.18,RJ,Orgânico
CLI04427,37,8853.07,MG,Orgânico
CLI04428,67,4899.54,PR,Google
CLI04429,28,3899.23,SC,Instagram
CLI04430,32,4439.48,BA,Google
CLI04431,49,10078.2,SC,TikTok
CLI04432,45,8092.06,BA,Google
CLI04433,39,7200.23,SC,Orgânico
CLI04434,58,7736.82,SC,Google
CLI04435,34,4931.76,RS,TikTok
CLI04436,43,8252.92,SC,Google
CLI04437,61,4201.31,PE,Orgânico
CLI04438,24,2121.45,RJ,Instagram
CLI04439,59,9277.59,MG,Google
CLI04440,43,5753.52,BA,Google
CLI04441,42,10120.43,SC,Google
CLI04442,27,5104.37,RJ,Instagram
CLI04443,62,6791.38,RS,Google
CLI04444,36,4050.53,BA,Orgânico
CLI04445,28,7034.97,PR,TikTok
CLI04446,30,4714.94,PR,TikTok
CLI04447,25,8239.13,RS,TikTok
CLI04448,57,6878.38,RJ,Orgânico
CLI04449,21,4128.55,BA,TikTok
CLI04450,64,5614.84,RJ,Orgânico
CLI04451,48,12778.94,BA,Google
CLI04452,45,8021.85,PE,Google
CLI04453,28,9366.83,RJ,Instagram
CLI04454,60,9760.55,PE,Orgânico
CLI04455,18,4113.17,PR,Instagram
CLI04456,66,12787.93,SC,Orgânico
CLI04457,64,7370.09,BA,Google
CLI04458,69,11258.17,BA,Google
CLI04459,55,8303.63,MG,Google
CLI04460,41,3374.78,SC,Google
CLI04461,64,5669.57,BA,Instagram
CLI04462,48,4709.05,SP,Google
CLI04463,58,5774.92,RJ,Google
CLI04464,63,11347.12,SC,Orgânico
CLI04465,67,10120.13,PE,Google
CLI04466,43,3880.96,MG,Google
CLI04467,66,2760.83,SC,Google
CLI04468,67,4663.12,SP,Google
CLI04469,22,3259.83,SP,Instagram
CLI04470,37,5506.35,SC,Google
CLI04471,69,11518.59,RS,Google
CLI04472,58,6356.85,RS,Google
CLI04473,28,7635.73,RS,TikTok
CLI04474,50,2959.4,MG,Google
CLI04475,67,6954.1,SC,Google
CLI04476,55,10356.65,RJ,Google
CLI04477,44,4574.44,MG,Instagram
CLI04478,51,6992.86,PE,Google
CLI04479,32,7708.4,PR,TikTok
CLI04480,49,10436.59,MG,Google
CLI04481,38,7603.57,SC,Orgânico
CLI04482,63,8944.79,SC,Google
CLI04483,22,3888.73,PR,TikTok
CLI04484,23,1799.36,SP,TikTok
CLI04485,55,13082.98,SC,Orgânico
CLI04486,39,6415.25,SP,Orgânico
CLI04487,35,9492.16,SP,Instagram
CLI04488,31,3304.63,RJ,Instagram
CLI04489,27,6259.84,RS,TikTok
CLI04490,63,4798.78,SP,Google
CLI04491,30,7240.19,MG,Orgânico
CLI04492,48,3240.21,RS,Google
CLI04493,47,10399.44,SP,Google
CLI04494,20,2179.42,RS,TikTok
CLI04495,47,11262.23,BA,Google
CLI04496,23,3977.44,BA,Instagram
CLI04497,46,11401.54,RJ,Orgânico
CLI04498,25,11566.47,SC,Instagram
CLI04499,61,8339.5,SC,Google
CLI04500,62,14342.16,PR,Google
CLI04501,60,6545.97,SP,Google
CLI04502,61,11682.38,MG,Google
CLI04503,50,9439.05,BA,TikTok
CLI04504,34,176.9,BA,Instagram
CLI04505,65,4052.93,PR,Orgânico
CLI04506,28,6055.93,PR,TikTok
CLI04507,30,3377.71,PE,TikTok
CLI04508,67,13203.2,BA,Instagram
CLI04509,28,10492.38,RJ,Instagram
CLI04510,48,8431.65,SC,Orgânico
CLI04511,45,10329.36,SP,Orgânico
CLI04512,61,8219.91,RS,Google
CLI04513,23,3135.98,RS,Instagram
CLI04514,58,8874.87,SP,Google
CLI04515,33,7313.73,SC,Instagram
CLI04516,21,2619.9,PE,TikTok
CLI04517,52,5164.2,PE,Google
CLI04518,65,1477.26,RS,Google
CLI04519,43,7455.09,RJ,Orgânico
CLI04520,29,5702.06,BA,Instagram
CLI04521,28,4426.34,RJ,TikTok
CLI04522,54,2144.88,RJ,Orgânico
CLI04523,42,5961.05,MG,Instagram
CLI04524,35,2141.04,SP,TikTok
CLI04525,36,5714.45,PE,Google
CLI04526,40,3311.32,BA,Instagram
CLI04527,55,8366.75,RJ,Orgânico
CLI04528,35,2877.91,RJ,TikTok
CLI04529,43,8025.38,SC,Orgânico
CLI04530,23,2274.14,PR,Google
CLI04531,21,3446.96,PE,Instagram
CLI04532,61,12478.17,PR,Orgânico
CLI04533,68,5443.1,PR,Orgânico
CLI04534,46,2070.22,SP,Google
CLI04535,51,8384.13,MG,Orgânico
CLI04536,34,4886.53,SP,Instagram
CLI04537,60,8950.75,RS,Orgânico
CLI04538,60,10224.12,SC,Orgânico
CLI04539,33,3471.33,RJ,TikTok
CLI04540,19,3224.19,SP,Instagram
CLI04541,51,8882.12,PE,Google
CLI04542,25,6337.39,PR,Instagram
CLI04543,30,6655.28,MG,TikTok
CLI04544,59,8899.87,PE,Google
CLI04545,25,7216.19,SC,TikTok
CLI04546,47,13988.51,RJ,Google
CLI04547,49,4019.52,BA,Instagram
CLI04548,53,11467.85,MG,Google
CLI04549,64,2987.56,SP,Orgânico
CLI04550,47,13379.16,SP,Orgânico
CLI04551,18,2774.52,PE,Instagram
CLI04552,60,8569.01,PE,Google
CLI04553,56,3112.42,PE,Orgânico
CLI04554,34,5093.27,MG,Instagram
CLI04555,37,10931.85,MG,Orgânico
CLI04556,41,6506.48,RJ,Google
CLI04557,67,8718.08,BA,TikTok
CLI04558,39,2696.92,PR,Orgânico
CLI04559,46,11134.64,BA,Orgânico
CLI04560,39,5673.44,BA,Orgânico
CLI04561,61,3803.12,MG,Orgânico
CLI04562,26,7711.99,RJ,TikTok
CLI04563,54,6268.4,MG,Google
CLI04564,27,7344.91,RS,Instagram
CLI04565,53,9644.09,MG,Google
CLI04566,54,5955.05,RS,Orgânico
CLI04567,45,10112.33,PR,Google
CLI04568,45,9962.42,RJ,Google
CLI04569,59,10169.95,SP,Google
CLI04570,60,6776.62,RJ,Google
CLI04571,38,7275.86,RJ,Instagram
CLI04572,41,2886.93,PE,Google
CLI04573,59,9920.55,RJ,Google
CLI04574,57,13033.37,PE,Orgânico
CLI04575,19,3625.09,PR,TikTok
CLI04576,25,6858.01,PR,Instagram
CLI04577,65,4668.64,SC,Orgânico
CLI04578,44,8690.37,RS,Orgânico
CLI04579,39,5321.59,SP,Google
CLI04580,54,13010.07,PR,TikTok
CLI04581,44,6891.29,RS,Orgânico
CLI04582,46,10732.0,PR,Google
CLI04583,20,3429.45,RJ,Instagram
CLI04584,61,6939.44,RJ,Google
CLI04585,30,7853.04,RS,TikTok
CLI04586,62,10698.71,MG,Orgânico
CLI04587,27,8406.92,MG,Orgânico
CLI04588,53,4572.85,MG,Google
CLI04589,26,3945.37,RS,Instagram
CLI04590,44,5722.05,PR,Orgânico
CLI04591,51,8534.03,PE,Google
CLI04592,68,11323.52,MG,Google
CLI04593,18,1298.53,SP,Instagram
CLI04594,49,1236.93,RS,Google
CLI04595,42,8408.0,PE,Orgânico
CLI04596,46,8541.88,PE,Google
CLI04597,24,3096.51,MG,Instagram
CLI04598,66,11320.94,SC,Google
CLI04599,20,3467.07,SC,TikTok
CLI04600,37,5467.87,RJ,Orgânico
CLI04601,37,1028.41,PR,Orgânico
CLI04602,47,4375.91,RS,Instagram
CLI04603,52,7783.1,SC,Orgânico
CLI04604,52,10105.47,SP,Instagram
CLI04605,66,8902.84,RJ,Google
CLI04606,56,5937.43,SC,TikTok
CLI04607,44,3850.02,BA,Google
CLI04608,43,5995.31,MG,Orgânico
CLI04609,31,11860.64,SC,TikTok
CLI04610,34,9691.6,PE,TikTok
CLI04611,35,6105.24,SC,Orgânico
CLI04612,62,2850.55,RJ,Google
CLI04613,69,6711.77,PR,Instagram
CLI04614,46,2792.63,MG,Orgânico
CLI04615,37,6724.37,MG,Orgânico
CLI04616,44,4950.21,BA,Orgânico
CLI04617,35,7808.3,MG,Instagram
CLI04618,21,4332.11,MG,Google
CLI04619,18,2785.79,PR,Google
CLI04620,67,7699.96,MG,TikTok
CLI04621,18,3140.46,PR,TikTok
CLI04622,43,7495.22,RJ,Google
CLI04623,62,12811.9,SP,Google
CLI04624,37,5163.98,PR,Orgânico
CLI04625,69,8085.04,MG,Orgânico
CLI04626,40,8059.52,RJ,Google
CLI04627,27,5066.98,RJ,Google
CLI04628,28,5182.17,SC,Instagram
CLI04629,58,8648.77,SC,Google
CLI04630,58,5695.8,PE,Google
CLI04631,22,3783.41,PE,TikTok
CLI04632,18,2800.28,SP,Google
CLI04633,34,7366.13,SP,TikTok
CLI04634,39,6789.05,SC,Orgânico
CLI04635,51,8228.72,RS,Orgânico
CLI04636,62,6830.41,SC,Google
CLI04637,58,5297.21,RJ,Orgânico
CLI04638,46,6846.53,BA,Orgânico
CLI04639,21,3823.68,BA,Instagram
CLI04640,22,4585.98,PR,Instagram
CLI04641,28,5421.03,PE,Instagram
CLI04642,68,7160.25,SC,Orgânico
CLI04643,38,6852.05,PE,Orgânico
CLI04644,52,8572.68,MG,Google
CLI04645,29,8537.93,PR,Orgânico
CLI04646,43,9406.54,RS,Google
CLI04647,68,9496.38,PR,Google
CLI04648,36,7186.34,MG,Orgânico
CLI04649,62,3336.14,BA,Google
CLI04650,24,3985.86,MG,TikTok
CLI04651,64,10041.14,MG,Instagram
CLI04652,24,2522.42,RJ,Instagram
CLI04653,43,3889.8,PE,Orgânico
CLI04654,57,7258.65,BA,Instagram
CLI04655,22,2361.44,PE,TikTok
CLI04656,38,4612.6,SC,Orgânico
CLI04657,31,5556.79,RS,TikTok
CLI04658,21,2758.74,SC,TikTok
CLI04659,40,4667.37,RJ,Orgânico
CLI04660,59,15455.1,BA,Google
CLI04661,37,7697.67,PR,Google
CLI04662,32,6792.54,RJ,Google
CLI04663,67,9292.32,SC,Instagram
CLI04664,69,5605.11,SP,Google
CLI04665,62,367.54,PE,Google
CLI04666,46,11111.79,RJ,Google
CLI04667,25,2670.67,SP,Instagram
CLI04668,58,11150.35,SP,Google
CLI04669,65,5717.04,RS,Google
CLI04670,36,5422.0,MG,Google
CLI04671,65,10564.5,MG,Orgânico
CLI04672,56,11211.05,PE,Orgânico
CLI04673,63,8698.97,MG,Google
CLI04674,45,8549.72,PE,Google
CLI04675,63,9859.12,SP,Orgânico
CLI04676,44,7338.09,SC,Google
CLI04677,21,2540.32,MG,Google
CLI04678,32,4667.04,RS,TikTok
CLI04679,52,1672.82,MG,Google
CLI04680,54,10299.52,PE,TikTok
CLI04681,18,3456.98,PR,Google
CLI04682,20,4112.51,RS,TikTok
CLI04683,64,9211.13,SP,Orgânico
CLI04684,41,8264.81,SP,Google
CLI04685,44,4756.47,MG,Instagram
CLI04686,57,6635.53,PR,Google
CLI04687,53,6172.33,PR,TikTok
CLI04688,51,10745.86,RJ,Google
CLI04689,46,15532.23,RJ,Google
CLI04690,41,5145.78,MG,Google
CLI04691,41,6686.1,RS,TikTok
CLI04692,59,11778.52,SP,Orgânico
CLI04693,21,3324.03,RS,TikTok
CLI04694,20,2323.56,PR,Instagram
CLI04695,51,11674.56,PE,Google
CLI04696,66,10309.05,PR,Google
CLI04697,40,7864.75,PR,Google
CLI04698,69,10439.86,SP,Google
CLI04699,40,4127.7,BA,Google
CLI04700,62,14098.61,RJ,Orgânico
CLI04701,22,1773.92,BA,Google
CLI04702,48,6697.02,MG,Google
CLI04703,58,9517.93,RJ,Orgânico
CLI04704,23,1740.53,PE,TikTok
CLI04705,54,8284.28,PE,Instagram
CLI04706,27,4465.45,PR,Google
CLI04707,57,8265.1,RS,Google
CLI04708,24,3638.8,RS,TikTok
CLI04709,56,5534.53,PR,Google
CLI04710,55,3791.55,SP,Orgânico
CLI04711,38,9130.21,BA,Google
CLI04712,37,7000.67,SP,Orgânico
CLI04713,20,3082.49,BA,Instagram
CLI04714,68,9189.6,BA,Instagram
CLI04715,39,6614.41,SP,Orgânico
CLI04716,64,2400.3,MG,Orgânico
CLI04717,21,3455.81,SC,Google
CLI04718,45,5371.13,PE,Google
CLI04719,29,5471.04,RS,TikTok
CLI04720,55,11638.33,BA,Google
CLI04721,68,7553.37,SC,Google
CLI04722,53,6718.3,RS,Orgânico
CLI04723,64,11367.17,BA,Orgânico
CLI04724,58,9486.04,BA,Orgânico
CLI04725,22,758.47,BA,TikTok
CLI04726,30,7261.36,MG,TikTok
CLI04727,40,5259.14,RS,Orgânico
CLI04728,67,5198.33,MG,Orgânico
CLI04729,47,14088.66,MG,Orgânico
CLI04730,54,8338.64,RJ,Orgânico
CLI04731,42,6166.08,RS,Orgânico
CLI04732,65,4631.17,MG,Instagram
CLI04733,44,7796.69,RJ,Orgânico
CLI04734,68,6056.41,RS,Instagram
CLI04735,31,6570.97,SP,TikTok
CLI04736,65,4545.44,RS,Orgânico
CLI04737,64,8210.59,PR,Instagram
CLI04738,53,6092.34,SC,Google
CLI04739,56,7053.82,PR,TikTok
CLI04740,33,9974.8,SC,Instagram
CLI04741,39,7300.62,SP,Google
CLI04742,38,7716.92,SC,Google
CLI04743,38,6501.89,SP,TikTok
CLI04744,25,6732.11,RS,Instagram
CLI04745,66,12836.81,PR,Google
CLI04746,33,5852.14,RJ,Instagram
CLI04747,48,10372.04,RS,Google
CLI04748,59,3266.34,BA,Orgânico
CLI04749,27,5880.78,RS,TikTok
CLI04750,49,11565.86,SC,Orgânico
CLI04751,51,4487.21,BA,TikTok
CLI04752,26,6569.02,BA,Google
CLI04753,34,5466.12,RS,Instagram
CLI04754,28,9352.04,PE,Instagram
CLI04755,49,13042.36,MG,Google
CLI04756,27,6663.35,RJ,Instagram
CLI04757,39,6084.5,RJ,Google
CLI04758,34,5191.69,SP,TikTok
CLI04759,21,1639.09,PR,Google
CLI04760,65,5925.21,MG,Orgânico
CLI04761,69,6793.73,PE,Orgânico
CLI04762,64,7424.52,PR,Orgânico
CLI04763,42,9136.4,PE,Google
CLI04764,38,6696.44,BA,Orgânico
CLI04765,54,6339.02,BA,Orgânico
CLI04766,55,5261.11,PR,Google
CLI04767,66,11169.87,RJ,Orgânico
CLI04768,18,3171.99,MG,TikTok
CLI04769,42,7286.47,SC,Google
CLI04770,68,9173.05,PE,Orgânico
CLI04771,53,8273.96,BA,Orgânico
CLI04772,34,6067.2,MG,Orgânico
CLI04773,58,10319.47,PE,Orgânico
CLI04774,41,5761.09,SP,TikTok
CLI04775,19,3485.55,RS,Instagram
CLI04776,57,10326.24,RJ,Google
CLI04777,32,1229.98,MG,Google
CLI04778,49,8006.03,SP,Google
CLI04779,56,8915.63,SC,Orgânico
CLI04780,23,3225.08,PR,TikTok
CLI04781,18,2724.01,PR,TikTok
CLI04782,64,8482.25,SP,Google
CLI04783,40,7994.68,RJ,Google
CLI04784,56,2675.47,PR,Google
CLI04785,34,9149.87,PE,TikTok
CLI04786,51,4596.89,RJ,Google
CLI04787,58,7518.64,RJ,Orgânico
CLI04788,46,5752.61,PR,Google
CLI04789,26,3035.76,SC,TikTok
CLI04790,30,4125.91,PE,Orgânico
CLI04791,23,2178.2,RS,TikTok
CLI04792,23,1719.06,PE,Instagram
CLI04793,37,1712.75,MG,Orgânico
CLI04794,69,9217.07,RS,Instagram
CLI04795,20,2178.92,PR,Instagram
CLI04796,34,7178.46,MG,Instagram
CLI04797,66,3281.96,RJ,Google
CLI04798,29,10234.75,BA,TikTok
CLI04799,65,13981.87,SC,Google
CLI04800,64,8473.24,RJ,Google
CLI04801,62,8323.33,BA,Google
CLI04802,18,2379.51,SC,TikTok
CLI04803,34,3048.26,BA,Instagram
CLI04804,20,3793.54,RS,Instagram
CLI04805,43,5737.76,RS,Google
CLI04806,32,5313.55,RS,TikTok
CLI04807,53,527.74,SP,Orgânico
CLI04808,49,9396.85,PE,Google
CLI04809,49,14399.38,RS,Orgânico
CLI04810,21,2758.56,SC,Instagram
CLI04811,35,6835.36,SC,TikTok
CLI04812,66,10032.24,RS,Instagram
CLI04813,36,4681.15,RJ,Orgânico
CLI04814,60,9588.12,RS,Google
CLI04815,69,13174.1,RS,Google
CLI04816,52,10381.01,PE,Google
CLI04817,57,10120.55,PR,Google
CLI04818,31,5761.15,BA,TikTok
CLI04819,50,8856.22,PR,Orgânico
CLI04820,31,7832.76,BA,Instagram
CLI04821,51,7808.79,MG,Google
CLI04822,21,3005.24,SP,Instagram
CLI04823,41,6236.06,PE,Instagram
CLI04824,46,4110.97,PE,TikTok
CLI04825,36,6147.48,PE,Google
CLI04826,23,3794.1,SC,TikTok
CLI04827,50,7249.19,MG,Google
CLI04828,66,8991.68,PE,Orgânico
CLI04829,57,5218.18,RS,Orgânico
CLI04830,36,9937.72,SC,Google
CLI04831,18,1972.22,SC,TikTok
CLI04832,22,2735.18,SP,Orgânico
CLI04833,44,7720.37,SP,Google
CLI04834,33,5770.37,BA,TikTok
CLI04835,23,3207.11,MG,Google
CLI04836,57,7982.62,PE,Instagram
CLI04837,30,9743.43,PR,TikTok
CLI04838,65,2058.11,SC,TikTok
CLI04839,52,8434.59,RJ,Orgânico
CLI04840,36,6325.23,MG,Orgânico
CLI04841,29,6540.1,SC,TikTok
CLI04842,33,8797.25,BA,TikTok
CLI04843,60,6806.23,SP,Orgânico
CLI04844,27,3086.12,RS,TikTok
CLI04845,42,7736.11,SP,Orgânico
CLI04846,37,6993.4,SP,Google
CLI04847,48,8739.37,SP,Orgânico
CLI04848,21,3310.14,RS,TikTok
CLI04849,61,9418.31,PE,Google
CLI04850,40,6041.39,PR,Instagram
CLI04851,19,4015.69,PR,Instagram
CLI04852,39,4817.02,SC,Orgânico
CLI04853,68,12327.97,PE,Google
CLI04854,54,10867.9,SC,Google
CLI04855,25,10721.76,MG,TikTok
CLI04856,24,2602.68,SP,Instagram
CLI04857,31,2444.05,BA,TikTok
CLI04858,20,3324.88,SP,Instagram
CLI04859,67,8227.52,RS,Orgânico
CLI04860,33,6783.77,RJ,TikTok
CLI04861,36,4021.24,PE,Orgânico
CLI04862,68,8278.92,RJ,Orgânico
CLI04863,35,5757.76,SP,Instagram
CLI04864,69,9596.79,RJ,Orgânico
CLI04865,33,4246.5,RJ,Instagram
CLI04866,25,7837.61,SP,TikTok
CLI04867,50,8371.97,PR,Google
CLI04868,66,8677.69,PR,Google
CLI04869,29,7595.02,PE,Instagram
CLI04870,28,5562.88,BA,TikTok
CLI04871,22,2139.48,PE,Orgânico
CLI04872,44,8326.99,SC,Orgânico
CLI04873,29,4590.3,PR,Instagram
CLI04874,34,4796.7,SP,TikTok
CLI04875,23,3618.85,BA,Google
CLI04876,50,8641.98,RJ,Google
CLI04877,22,2898.67,SP,Instagram
CLI04878,45,9886.43,MG,TikTok
CLI04879,31,8012.48,BA,TikTok
CLI04880,22,2314.05,RJ,TikTok
CLI04881,50,10071.08,SP,Orgânico
CLI04882,67,9953.1,PE,Google
CLI04883,65,8644.3,BA,Orgânico
CLI04884,58,13151.36,PE,Orgânico
CLI04885,36,7397.81,SC,Orgânico
CLI04886,39,10489.8,SC,Google
CLI04887,22,3562.6,RJ,Instagram
CLI04888,19,1580.98,PR,Instagram
CLI04889,47,6605.6,SC,Orgânico
CLI04890,64,10581.09,RS,Orgânico
CLI04891,56,7242.1,MG,Google
CLI04892,21,2830.04,PE,Instagram
CLI04893,50,5042.24,RS,Orgânico
CLI04894,30,5992.66,RS,TikTok
CLI04895,37,8043.45,BA,Google
CLI04896,24,3132.69,RS,Instagram
CLI04897,32,5193.82,RJ,Instagram
CLI04898,40,6175.25,MG,Google
CLI04899,31,6944.19,RJ,Instagram
CLI04900,40,6278.45,PR,Orgânico
CLI04901,36,6301.37,SP,Orgânico
CLI04902,46,9617.15,RS,Google
CLI04903,37,5134.05,RJ,Google
CLI04904,46,7950.69,SP,Google
CLI04905,41,8456.93,RJ,Google
CLI04906,35,3052.32,BA,TikTok
CLI04907,27,1266.06,PR,Instagram
CLI04908,58,810.35,MG,TikTok
CLI04909,25,7786.95,SP,TikTok
CLI04910,43,4960.12,MG,Orgânico
CLI04911,46,11039.51,PE,Google
CLI04912,27,6119.31,RJ,Instagram
CLI04913,34,5673.88,BA,TikTok
CLI04914,19,3996.03,RS,Instagram
CLI04915,23,2958.79,RJ,Instagram
CLI04916,22,3300.29,PE,TikTok
CLI04917,45,12145.16,PR,Google
CLI04918,58,7387.85,RJ,Orgânico
CLI04919,22,3747.05,PR,TikTok
CLI04920,35,7387.65,RJ,Instagram
CLI04921,43,7257.63,RS,Google
CLI04922,37,5900.99,MG,Orgânico
CLI04923,58,11790.25,RJ,Google
CLI04924,66,1408.44,SP,TikTok
CLI04925,44,6564.76,PE,Google
CLI04926,66,6900.56,SC,Orgânico
CLI04927,29,8078.88,SP,TikTok
CLI04928,24,2836.05,BA,Instagram
CLI04929,20,2549.43,SP,Orgânico
CLI04930,27,10784.6,PR,TikTok
CLI04931,51,7213.06,RJ,Orgânico
CLI04932,42,6136.85,PE,Orgânico
CLI04933,52,7265.14,MG,Google
CLI04934,33,7809.5,BA,Orgânico
CLI04935,19,3091.45,RJ,Instagram
CLI04936,41,7076.07,SC,Orgânico
CLI04937,27,9459.57,RJ,TikTok
CLI04938,55,11859.29,SC,Orgânico
CLI04939,39,4151.39,SC,Orgânico
CLI04940,43,5527.15,SP,Google
CLI04941,60,10058.94,SC,Orgânico
CLI04942,56,7320.31,SC,Orgânico
CLI04943,44,4208.62,RS,Instagram
CLI04944,46,2484.11,BA,Google
CLI04945,64,10199.61,BA,Orgânico
CLI04946,55,9954.81,MG,Orgânico
CLI04947,37,5769.09,RS,Google
CLI04948,44,4893.14,PR,Instagram
CLI04949,58,4660.73,RJ,Orgânico
CLI04950,37,6572.76,MG,Google
CLI04951,61,4054.04,PR,Google
CLI04952,36,5505.63,SP,Google
CLI04953,37,5755.6,MG,Google
CLI04954,52,2447.49,MG,Orgânico
CLI04955,64,10032.58,SP,Google
CLI04956,19,3934.86,PE,Instagram
CLI04957,47,10448.78,SC,Google
CLI04958,51,9194.64,SP,Google
CLI04959,39,8355.14,RJ,Orgânico
CLI04960,20,4067.6,SP,TikTok
CLI04961,23,2562.25,BA,TikTok
CLI04962,32,2178.04,MG,Orgânico
CLI04963,44,4674.02,BA,Google
CLI04964,27,4822.59,PE,Orgânico
CLI04965,26,4317.76,BA,Instagram
CLI04966,50,8187.11,SP,Orgânico
CLI04967,49,6093.33,RJ,Instagram
CLI04968,65,12839.24,BA,Google
CLI04969,23,2488.65,PE,TikTok
CLI04970,58,10688.84,SC,Instagram
CLI04971,53,7690.09,SC,TikTok
CLI04972,19,2486.54,PR,Instagram
CLI04973,46,5312.89,RS,Google
CLI04974,21,3473.33,PR,Instagram
CLI04975,18,2313.81,RJ,TikTok
CLI04976,36,6030.78,PR,Orgânico
CLI04977,43,1842.96,SC,Google
CLI04978,42,5380.3,BA,Instagram
CLI04979,27,8230.26,BA,TikTok
CLI04980,32,8818.9,RS,TikTok
CLI04981,39,7437.73,SC,Google
CLI04982,68,11393.86,BA,Orgânico
CLI04983,65,8113.34,PR,Google
CLI04984,38,7448.0,SP,Orgânico
CLI04985,39,5765.62,SC,Google
CLI04986,53,5387.17,BA,Google
CLI04987,51,9988.26,PR,Instagram
CLI04988,47,7093.61,PR,Orgânico
CLI04989,42,6692.33,BA,Google
CLI04990,62,1909.17,PE,Orgânico
CLI04991,45,9360.54,BA,Orgânico
CLI04992,18,4112.67,RJ,Orgânico
CLI04993,66,2672.73,RJ,TikTok
CLI04994,62,9114.69,SC,Orgânico
CLI04995,21,4516.9,MG,TikTok
CLI04996,24,1911.33,PE,TikTok
CLI04997,66,6489.5,PR,Google
CLI04998,26,3994.92,BA,Instagram
CLI04999,53,12289.37,SP,Orgânico
CLI05000,36,7383.41,MG,Orgânico
CLI05001,18,2040.64,PR,TikTok
CLI05002,27,8949.39,MG,Instagram
CLI05003,53,9182.94,PR,Orgânico
CLI05004,26,4025.5,PR,Instagram
CLI05005,62,7506.2,MG,Orgânico
CLI05006,63,9301.15,RJ,Orgânico
CLI05007,59,5910.14,PE,Google
CLI05008,49,7329.24,PR,Orgânico
CLI05009,49,10282.62,SC,Orgânico
CLI05010,23,3732.66,PE,TikTok
CLI05011,65,1851.68,MG,Google
CLI05012,55,13929.73,RS,Orgânico
CLI05013,34,8374.25,PE,Instagram
CLI05014,27,3772.31,RJ,TikTok
CLI05015,67,11483.28,SP,Google
CLI05016,44,5743.74,BA,Google
CLI05017,67,5816.11,PR,Orgânico
CLI05018,52,7324.19,RS,Google
CLI05019,69,7839.21,PR,Google
CLI05020,38,4890.67,RS,Instagram
CLI05021,42,2295.31,SC,Google
CLI05022,45,7769.52,RJ,Google
CLI05023,64,3144.36,PR,Google
CLI05024,32,2850.26,BA,Instagram
CLI05025,21,3509.24,RS,Instagram
CLI05026,46,7314.98,RJ,Google
CLI05027,26,6678.28,BA,TikTok
CLI05028,44,4018.71,PR,Google
CLI05029,43,4851.87,RS,Google
CLI05030,36,2327.02,SP,Orgânico
CLI05031,45,8422.23,PE,Instagram
CLI05032,34,3400.25,RS,TikTok
CLI05033,60,10421.77,SC,Orgânico
CLI05034,58,14766.55,SP,Instagram
CLI05035,59,8370.49,BA,Google
CLI05036,67,10207.38,PE,Google
CLI05037,37,6122.51,SP,Google
CLI05038,62,6862.45,RS,Google
CLI05039,57,7188.75,PE,Orgânico
CLI05040,56,4948.06,MG,Google
CLI05041,66,6392.02,SP,Google
CLI05042,40,5543.56,SC,Orgânico
CLI05043,64,6486.01,SC,Orgânico
CLI05044,49,15805.5,RS,Google
CLI05045,69,9536.83,PR,Google
CLI05046,64,14003.07,RS,Orgânico
CLI05047,50,12477.95,SP,Google
